0.000000000000000000e+00 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
3.003003003003002869e-04 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
6.006006006006005737e-04 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
9.009009009009008064e-04 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
1.201201201201201147e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
1.501501501501501488e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
1.801801801801801613e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
2.102102102102102171e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
2.402402402402402295e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
2.702702702702702419e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
3.003003003003002977e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
3.303303303303303101e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
3.603603603603603225e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
3.903903903903903783e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
4.204204204204204341e-03 1.000000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00
4.504504504504504465e-03 9.999702470868332966e+03 1.000000000000000000e+00 1.000000000000000000e+00
4.804804804804804590e-03 9.999383535154258425e+03 1.000000000000000000e+00 1.000000000000000000e+00
5.105105105105104714e-03 9.999064599440185702e+03 1.000000000000000000e+00 1.000000000000000000e+00
5.405405405405404838e-03 9.998873991483471400e+03 1.000000000000000000e+00 1.000000000000000000e+00
5.705705705705705830e-03 9.998715977781441325e+03 1.000000000000000000e+00 1.000000000000000000e+00
6.006006006006005954e-03 9.998557964079409430e+03 1.000000000000000000e+00 1.000000000000000000e+00
6.306306306306306078e-03 9.998399950377377536e+03 1.000000000000000000e+00 1.000000000000000000e+00
6.606606606606606202e-03 9.998241936675345642e+03 1.000000000000000000e+00 1.000000000000000000e+00
6.906906906906906327e-03 9.998083922973313747e+03 1.000000000000000000e+00 1.000000000000000000e+00
7.207207207207206451e-03 9.997625731733540306e+03 1.000000000000000000e+00 1.000000000000000000e+00
7.507507507507507442e-03 9.996981201181017241e+03 1.000000000000000000e+00 1.000000000000000000e+00
7.807807807807807567e-03 9.996894199981514248e+03 1.000000000000000000e+00 1.000000000000000000e+00
8.108108108108108558e-03 9.996807198782011255e+03 1.000000000000000000e+00 1.000000000000000000e+00
8.408408408408408682e-03 9.996720197582508263e+03 1.000000000000000000e+00 1.000000000000000000e+00
8.708708708708708807e-03 9.996633196383005270e+03 1.000000000000000000e+00 1.000000000000000000e+00
9.009009009009008931e-03 9.996546195183502277e+03 1.000000000000000000e+00 1.000000000000000000e+00
9.309309309309309055e-03 9.996459193983999285e+03 1.000000000000000000e+00 1.000000000000000000e+00
9.609609609609609179e-03 9.996372192784496292e+03 1.000000000000000000e+00 1.000000000000000000e+00
9.909909909909909304e-03 9.996285191584993299e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.021021021021020943e-02 9.996198190385490307e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.051051051051050955e-02 9.996111189185987314e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.081081081081080968e-02 9.996024187986484321e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.111111111111110980e-02 9.995425513749043603e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.141141141141141166e-02 9.994940350349495930e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.171171171171171178e-02 9.994812137429889844e+03 1.000000000000000000e+00 1.000000000000000000e+00
1.201201201201201191e-02 9.994683924510283759e+03 1.000000000000000000e+00 1.000000000000000000e+00
