3.400000000000000000e+01 9.925000000000000000e+01
9.600000000000000000e+01 6.947499999999999432e+01
1.180000000000000000e+02 6.295750000000000313e+01
5.300000000000000000e+01 9.309499999999999886e+01
1.800000000000000000e+01 1.132750000000000057e+02
9.900000000000000000e+01 7.173619999999999663e+01
8.400000000000000000e+01 7.758750000000000568e+01
3.000000000000000000e+01 9.490500000000000114e+01
3.300000000000000000e+01 9.797499999999999432e+01
1.260000000000000000e+02 7.160999999999999943e+01
7.300000000000000000e+01 8.106000000000000227e+01
1.160000000000000000e+02 6.192249999999999943e+01
3.800000000000000000e+01 9.924750000000000227e+01
6.400000000000000000e+01 8.340000000000000568e+01
8.200000000000000000e+01 7.992199999999999704e+01
9.100000000000000000e+01 7.241750000000000398e+01
1.200000000000000000e+01 1.183920000000000101e+02
8.600000000000000000e+01 7.581000000000000227e+01
2.700000000000000000e+01 9.629749999999999943e+01
5.600000000000000000e+01 8.836249999999999716e+01
3.600000000000000000e+01 9.714749999999999375e+01
1.030000000000000000e+02 6.842499999999999716e+01
1.000000000000000000e+01 1.287849999999999966e+02
7.900000000000000000e+01 7.697499999999999432e+01
5.900000000000000000e+01 8.642000000000000171e+01
1.070000000000000000e+02 6.577750000000000341e+01
1.220000000000000000e+02 6.476999999999999602e+01
6.000000000000000000e+01 8.695000000000000284e+01
9.500000000000000000e+01 7.043750000000000000e+01
8.800000000000000000e+01 7.342249999999999943e+01
8.000000000000000000e+01 7.744750000000000512e+01
5.200000000000000000e+01 9.219750000000000512e+01
1.500000000000000000e+01 1.160875000000000057e+02
8.900000000000000000e+01 7.475000000000000000e+01
7.400000000000000000e+01 7.980750000000000455e+01
9.700000000000000000e+01 6.931250000000000000e+01
3.900000000000000000e+01 9.725499999999999545e+01
3.200000000000000000e+01 9.707750000000000057e+01
1.210000000000000000e+02 6.440250000000000341e+01
6.700000000000000000e+01 8.154999999999999716e+01
1.170000000000000000e+02 5.712489999999999668e+01
5.500000000000000000e+01 8.914000000000000057e+01
1.100000000000000000e+02 6.217999999999999972e+01
8.700000000000000000e+01 7.525000000000000000e+01
1.000000000000000000e+02 7.204940000000000566e+01
4.000000000000000000e+00 1.348000000000000114e+02
1.600000000000000000e+01 1.150000000000000000e+02
1.250000000000000000e+02 7.030500000000000682e+01
0.000000000000000000e+00 1.189899999999999949e+02
1.190000000000000000e+02 6.321000000000000085e+01
1.150000000000000000e+02 6.456250000000000000e+01
3.100000000000000000e+01 9.296999999999999886e+01
7.000000000000000000e+00 1.274849999999999994e+02
9.000000000000000000e+00 1.251792999999999978e+02
6.600000000000000000e+01 8.140500000000000114e+01
2.500000000000000000e+01 1.116363999999999947e+02
7.500000000000000000e+01 8.022249999999999659e+01
1.000000000000000000e+00 1.237000000000000028e+02
1.700000000000000000e+01 1.160425000000000040e+02
2.400000000000000000e+01 1.107900000000000063e+02
2.200000000000000000e+01 1.144124999999999943e+02
5.000000000000000000e+00 1.310000000000000000e+02
8.500000000000000000e+01 7.629250000000000398e+01
2.800000000000000000e+01 9.523000000000000398e+01
7.800000000000000000e+01 7.912500000000000000e+01
8.100000000000000000e+01 7.898749999999999716e+01
1.200000000000000000e+02 6.250000000000000000e+01
4.700000000000000000e+01 9.184000000000000341e+01
5.400000000000000000e+01 8.986499999999999488e+01
6.100000000000000000e+01 8.776500000000000057e+01
4.300000000000000000e+01 9.537500000000000000e+01
2.600000000000000000e+01 1.064150000000000063e+02
1.020000000000000000e+02 7.206250000000000000e+01
5.100000000000000000e+01 9.125000000000000000e+01
2.000000000000000000e+00 1.288400000000000034e+02
1.400000000000000000e+01 1.160000000000000000e+02
7.000000000000000000e+01 8.028749999999999432e+01
9.200000000000000000e+01 7.145749999999999602e+01
5.800000000000000000e+01 8.829999999999999716e+01
3.500000000000000000e+01 9.850000000000000000e+01
7.200000000000000000e+01 7.967749999999999488e+01
7.600000000000000000e+01 7.987999999999999545e+01
3.700000000000000000e+01 9.740500000000000114e+01
5.700000000000000000e+01 8.884999999999999432e+01
1.120000000000000000e+02 6.388000000000000256e+01
6.300000000000000000e+01 8.640250000000000341e+01
4.500000000000000000e+01 9.394499999999999318e+01
1.270000000000000000e+02 6.952249999999999375e+01
1.060000000000000000e+02 6.792499999999999716e+01
4.600000000000000000e+01 9.261750000000000682e+01
1.240000000000000000e+02 6.750000000000000000e+01
1.080000000000000000e+02 6.142499999999999716e+01
1.130000000000000000e+02 6.396750000000000114e+01
9.300000000000000000e+01 7.113500000000000512e+01
8.300000000000000000e+01 7.926250000000000284e+01
4.900000000000000000e+01 9.054340000000000543e+01
1.110000000000000000e+02 6.562250000000000227e+01
6.800000000000000000e+01 8.085999999999999943e+01
1.900000000000000000e+01 1.124825000000000017e+02
4.000000000000000000e+01 9.995499999999999829e+01
1.300000000000000000e+01 1.171624999999999943e+02
6.900000000000000000e+01 8.058750000000000568e+01
7.700000000000000000e+01 7.962999999999999545e+01
5.000000000000000000e+01 9.132999999999999829e+01
1.050000000000000000e+02 6.684250000000000114e+01
2.900000000000000000e+01 9.454970000000000141e+01
9.000000000000000000e+01 7.363249999999999318e+01
4.800000000000000000e+01 9.149500000000000455e+01
6.200000000000000000e+01 8.869249999999999545e+01
4.400000000000000000e+01 9.465500000000000114e+01
4.200000000000000000e+01 9.631749999999999545e+01
6.000000000000000000e+00 1.264424999999999955e+02
1.140000000000000000e+02 6.467000000000000171e+01
2.300000000000000000e+01 1.103924999999999983e+02
3.000000000000000000e+00 1.379799999999999898e+02
2.100000000000000000e+01 1.136749999999999972e+02
9.800000000000000000e+01 7.042000000000000171e+01
1.090000000000000000e+02 6.128750000000000142e+01
1.100000000000000000e+01 1.248679999999999950e+02
8.000000000000000000e+00 1.269925000000000068e+02
6.500000000000000000e+01 8.293750000000000000e+01
1.010000000000000000e+02 7.158249999999999602e+01
9.400000000000000000e+01 7.075249999999999773e+01
1.040000000000000000e+02 6.751749999999999829e+01
1.230000000000000000e+02 6.998000000000000398e+01
7.100000000000000000e+01 8.085999999999999943e+01
4.100000000000000000e+01 9.598000000000000398e+01
2.000000000000000000e+01 1.137750000000000057e+02
